,genero,idade,idade_parceiro,raa,raa_parceiro,Mesma raa?,importancia_mesma_raca,importancia_mesma_religiao,formao,pref_parceiro_atratividade,pref_parceiro_sinceridade,pref_parceiro_inteligencia,pref_parceiro_engracado,pref_parceiro_ambicao,pref_parceiro_interessescomuns,avaliacao_atratividade,avaliacao_sinceridade,avaliacao_inteligencia,avaliacao_engracado,avaliacao_ambicao,avaliacao_interessescomuns,busco_atratividade,busco_sinceridade,busco_inteligencia,busco_engracado,busco_ambicao,busco_interessescomuns,sou_atrativo,sou_sincero,sou_inteligente,sou_engracado,sou_ambicioso,parceiro_atrativo,parceiro_sincero,parceiro_inteligente,parceiro_engracado,parceiro_ambicioso,interessescomunsparceiro,esportes,esportes_tv,exercicio,jantares,museus,arte,trilhas,videogames,leitura,tv,teatro,filmes,shows,musica,shopping,yoga,correlacao_interesses,expectativas,quantos_acho_vao_gostar_demim,quantos_matches_acho_terei,gostou_parceiro,parceiro_gostou_demim_acho,conhecia_parceiro,decisao,decisao_parceiro,match
2209,b'male',22,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',6,2,b'Biochemistry',14.55,16.36,18.18,18.18,16.36,16.36,9,7,8,8,7,7,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,10,8,8,9,8,5,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,-0.35,7,,,8,4,0,b'1',b'0',nao
2210,b'male',22,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',6,2,b'Biochemistry',14,20,20,14,18,14,8,8,8,8,9,9,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,10,9,6,5,2,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,-0.32,7,,,6,5,0,b'0',b'1',nao
2211,b'male',22,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',6,2,b'Biochemistry',9.76,19.51,19.51,14.63,19.51,17.07,7,7,7,7,,6,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,9,6,6,5,3,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,0.2,7,,,5,3,0,b'0',b'1',nao
2212,b'male',22,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',6,2,b'Biochemistry',15.38,17.31,17.31,17.31,17.31,15.38,10,8,9,9,8,6,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,9,9,8,9,7,6,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,0.51,7,,,8,8,0,b'1',b'1',sim
2213,b'male',22,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',6,2,b'Biochemistry',15.09,18.87,18.87,16.98,16.98,13.21,8,7,7,8,7,5,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,8,8,10,7,6,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,-0.18,7,,,7,6,0,b'1',b'1',sim
2214,b'male',22,30,b'European/Caucasian-American',b'Black/African American',b'0',6,2,b'Biochemistry',14,18,16,18,18,16,8,9,10,7,9,5,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,9,10,8,8,4,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,-0.16,7,,,5,3,0,b'0',b'1',nao
2215,b'male',22,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',6,2,b'Biochemistry',14.29,16.33,16.33,18.37,18.37,16.33,7,7,6,7,6,7,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,8,8,8,9,7,6,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,0.42,7,,,6,5,0,b'0',b'1',nao
2216,b'male',27,24,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,1,b'Biochemistry',14.29,14.29,21.43,21.43,19.05,9.52,8,10,9,8,8,5,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6,7,7,6,6,5,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,-0.24,4,,2,5,5,1,b'0',b'1',nao
2217,b'male',27,33,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,1,b'Biochemistry',8.33,20.83,20.83,14.58,16.67,18.75,6,7,9,8,9,,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,3,6,6,2,7,2,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.58,4,,2,3,4,0,b'0',b'0',nao
2218,b'male',27,23,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,1,b'Biochemistry',16,16,16,18,18,16,7,7,8,8,7,7,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,8,7,7,7,7,5,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.28,4,,2,8,10,1,b'1',b'1',sim
2219,b'male',27,24,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,1,b'Biochemistry',11.36,18.18,22.73,18.18,11.36,18.18,9,9,9,8,9,8,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,6,7,7,6,5,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.34,4,,2,6,3,1,b'0',b'0',nao
2220,b'male',27,36,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,1,b'Biochemistry',18.18,18.18,18.18,18.18,13.64,13.64,5,5,10,,8,,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,4,6,8,3,6,3,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.3,4,,2,4,3,0,b'0',b'0',nao
2221,b'male',27,26,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1,1,b'Biochemistry',18,18,20,18,16,10,5,6,6,6,5,4,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,7,7,8,7,5,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.11,4,,2,5,4,0,b'1',b'0',nao
2222,b'male',27,27,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1,1,b'Biochemistry',15.09,16.98,16.98,18.87,18.87,13.21,6,8,8,4,9,7,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6,6,7,7,6,7,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.11,4,,2,6,5,0,b'1',b'0',nao
2223,b'male',27,28,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,1,b'Biochemistry',8.51,19.15,19.15,19.15,19.15,14.89,4,8,7,4,8,,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,8,6,6,7,7,5,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.72,4,,2,6,4,0,b'1',b'0',nao
2224,b'male',27,31,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,1,b'Biochemistry',12,20,20,20,14,14,6,6,7,6,6,5,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6,9,8,5,6,3,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.46,4,,2,5,5,0,b'0',b'0',nao
2225,b'male',27,28,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,1,b'Biochemistry',14.55,16.36,18.18,18.18,16.36,16.36,9,8,7,7,6,9,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,8,7,7,7,6,9,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.45,4,,2,9,6,0,b'1',b'1',sim
2226,b'male',27,27,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1,1,b'Biochemistry',14,20,20,14,18,14,5,6,8,7,,8,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6,7,7,5,6,4,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.65,4,,2,4,4,0,b'0',b'0',nao
2227,b'male',27,28,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1,1,b'Biochemistry',9.76,19.51,19.51,14.63,19.51,17.07,5,5,7,6,7,6,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,7,6,3,7,3,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.3,4,,2,4,3,0,b'0',b'1',nao
2228,b'male',27,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,1,b'Biochemistry',15.38,17.31,17.31,17.31,17.31,15.38,5,8,8,7,7,2,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,7,6,7,6,7,3,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,-0.01,4,,2,4,2,0,b'0',b'0',nao
2229,b'male',27,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1,1,b'Biochemistry',15.09,18.87,18.87,16.98,16.98,13.21,2,4,6,4,6,3,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6,5,3,4,7,3,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.25,4,,2,4,3,0,b'0',b'0',nao
2230,b'male',27,30,b'Asian/Pacific Islander/Asian-American',b'Black/African American',b'0',1,1,b'Biochemistry',14,18,16,18,18,16,7,6,10,3,8,10,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,7,7,5,9,6,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.45,4,,2,6,4,0,b'1',b'0',nao
2231,b'male',27,28,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1,1,b'Biochemistry',14.29,16.33,16.33,18.37,18.37,16.33,3,5,7,2,5,2,15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,5,6,6,7,3,3,3,3,8,7,7,6,2,5,4,3,9,10,10,7,3,0.18,4,,2,5,3,0,b'0',b'0',nao
2232,b'male',26,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Art Education',14.29,14.29,21.43,21.43,19.05,9.52,6,8,8,8,8,7,12,20,20,20,16,12,7,8,8,9,7,7,7,7,5,6,5,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,-0.43,2,,3,6,2,0,b'0',b'1',nao
2233,b'male',26,33,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Art Education',8.33,20.83,20.83,14.58,16.67,18.75,9,8,9,8,9,8,12,20,20,20,16,12,7,8,8,9,7,5,8,7,6,6,4,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.61,2,,3,5,2,1,b'0',b'1',nao
2234,b'male',26,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Art Education',16,16,16,18,18,16,6,7,7,8,7,7,12,20,20,20,16,12,7,8,8,9,7,8,8,8,6,6,5,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.14,2,,3,6,4,0,b'0',b'0',nao
2235,b'male',26,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Art Education',11.36,18.18,22.73,18.18,11.36,18.18,9,9,8,7,9,7,12,20,20,20,16,12,7,8,8,9,7,6,7,6,8,5,3,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.39,2,,3,5,3,0,b'0',b'1',nao
2236,b'male',26,36,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Art Education',18.18,18.18,18.18,18.18,13.64,13.64,6,8,8,8,,,12,20,20,20,16,12,7,8,8,9,7,5,8,7,6,7,7,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.64,2,,3,6,3,0,b'0',b'0',nao
2237,b'male',26,26,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Art Education',18,18,20,18,16,10,7,8,8,7,7,8,12,20,20,20,16,12,7,8,8,9,7,7,9,7,8,7,8,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.51,2,,3,6,6,0,b'0',b'1',nao
2238,b'male',26,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Art Education',15.09,16.98,16.98,18.87,18.87,13.21,7,9,9,8,8,7,12,20,20,20,16,12,7,8,8,9,7,8,8,8,7,6,5,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.58,2,,3,7,4,0,b'0',b'1',nao
2239,b'male',26,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Art Education',8.51,19.15,19.15,19.15,19.15,14.89,5,6,6,4,4,4,12,20,20,20,16,12,7,8,8,9,7,8,8,8,7,7,6,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.47,2,,3,8,3,0,b'1',b'0',nao
2240,b'male',26,31,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Art Education',12,20,20,20,14,14,7,7,8,8,6,,12,20,20,20,16,12,7,8,8,9,7,9,9,9,8,8,5,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.35,2,,3,8,5,0,b'1',b'0',nao
2241,b'male',26,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Art Education',14.55,16.36,18.18,18.18,16.36,16.36,7,5,7,8,7,7,12,20,20,20,16,12,7,8,8,9,7,8,9,8,7,6,5,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.65,2,,3,8,3,0,b'1',b'0',nao
2242,b'male',26,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Art Education',14,20,20,14,18,14,7,8,7,7,6,8,12,20,20,20,16,12,7,8,8,9,7,6,8,8,6,7,5,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.62,2,,3,5,3,0,b'0',b'0',nao
2243,b'male',26,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Art Education',9.76,19.51,19.51,14.63,19.51,17.07,8,8,8,8,6,7,12,20,20,20,16,12,7,8,8,9,7,8,10,8,8,8,6,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.49,2,,3,8,5,0,b'1',b'1',sim
2244,b'male',26,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Art Education',15.38,17.31,17.31,17.31,17.31,15.38,9,9,8,9,8,6,12,20,20,20,16,12,7,8,8,9,7,8,10,8,8,7,5,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.39,2,,3,7,5,0,b'1',b'1',sim
2245,b'male',26,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Art Education',15.09,18.87,18.87,16.98,16.98,13.21,6,7,6,6,5,7,12,20,20,20,16,12,7,8,8,9,7,8,6,6,6,6,7,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.54,2,,3,7,4,0,b'0',b'0',nao
2246,b'male',26,30,b'European/Caucasian-American',b'Black/African American',b'0',1,1,b'Art Education',14,18,16,18,18,16,6,9,10,7,10,8,12,20,20,20,16,12,7,8,8,9,7,8,9,9,8,8,8,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.21,2,,3,8,6,0,b'1',b'1',sim
2247,b'male',26,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Art Education',14.29,16.33,16.33,18.37,18.37,16.33,5,7,6,5,5,4,12,20,20,20,16,12,7,8,8,9,7,7,6,6,6,7,4,6,2,2,4,8,8,4,1,8,1,6,6,4,6,2,1,0.15,2,,3,5,3,0,b'0',b'0',nao
2248,b'male',27,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Philosophy',14.29,14.29,21.43,21.43,19.05,9.52,8,9,10,8,5,6,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,8,7,9,7,,,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,-0.59,5,,3,6,3,0,b'0',b'1',nao
2249,b'male',27,33,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Philosophy',8.33,20.83,20.83,14.58,16.67,18.75,8,7,9,8,8,,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,4,9,9,5,,,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.47,5,,3,6,2,0,b'0',b'1',nao
2250,b'male',27,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Philosophy',16,16,16,18,18,16,8,8,7,7,6,7,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,7,7,9,7,6,5,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.27,5,,3,7,4,0,b'0',b'0',nao
2251,b'male',27,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Philosophy',11.36,18.18,22.73,18.18,11.36,18.18,9,10,10,9,8,9,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,4,8,9,8,,7,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.06,5,,3,7,5,0,b'0',b'1',nao
2252,b'male',27,36,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Philosophy',18.18,18.18,18.18,18.18,13.64,13.64,10,9,10,10,8,8,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,9,10,10,8,8,8,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.32,5,,3,10,10,1,b'1',b'1',sim
2253,b'male',27,26,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Philosophy',18,18,20,18,16,10,6,8,8,6,6,5,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,9,6,6,8,6,5,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.5,5,,3,6,3,0,b'0',b'0',nao
2254,b'male',27,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Philosophy',15.09,16.98,16.98,18.87,18.87,13.21,4,6,7,6,7,2,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,7,7,7,,,,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.38,5,,3,6,3,0,b'0',b'0',nao
2255,b'male',27,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Philosophy',8.51,19.15,19.15,19.15,19.15,14.89,3,7,8,3,3,3,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,6,6,6,6,,,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.45,5,,3,5,1,0,b'0',b'0',nao
2256,b'male',27,31,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Philosophy',12,20,20,20,14,14,8,7,6,7,6,7,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,9,10,9,9,,9,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.56,5,,3,9,7,0,b'1',b'0',nao
2257,b'male',27,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Philosophy',14.55,16.36,18.18,18.18,16.36,16.36,6,8,8,5,7,8,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,9,9,7,9,,,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.54,5,,3,7,5,0,b'1',b'0',nao
2258,b'male',27,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Philosophy',14,20,20,14,18,14,6,8,8,7,,9,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,8,9,9,,,,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.25,5,,3,7,5,0,b'1',b'1',sim
2259,b'male',27,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Philosophy',9.76,19.51,19.51,14.63,19.51,17.07,6,6,7,7,,6,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,7,8,8,6,,6,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.35,5,,3,7,4,0,b'0',b'1',nao
2260,b'male',27,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Philosophy',15.38,17.31,17.31,17.31,17.31,15.38,7,9,9,9,7,5,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,8,7,7,,,,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.66,5,,3,6,2,0,b'0',b'0',nao
2261,b'male',27,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Philosophy',15.09,18.87,18.87,16.98,16.98,13.21,6,8,7,7,8,8,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,5,10,8,,7,5,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.44,5,,3,7,5,0,b'0',b'0',nao
2262,b'male',27,30,b'European/Caucasian-American',b'Black/African American',b'0',1,1,b'Philosophy',14,18,16,18,18,16,7,9,10,6,10,6,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,8,8,10,7,9,5,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.08,5,,3,7,5,0,b'0',b'0',nao
2263,b'male',27,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Philosophy',14.29,16.33,16.33,18.37,18.37,16.33,5,6,6,7,7,6,20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,8,7,8,9,,,7,5,5,6,7,7,7,1,7,2,5,6,4,6,2,2,0.57,5,,3,8,5,0,b'1',b'0',nao
2264,b'male',30,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,7,b'American Studies [Masters]',14.29,14.29,21.43,21.43,19.05,9.52,6,8,7,6,5,7,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,8,8,9,7,8,6,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,-0.4,6,,3,6,3,0,b'0',b'0',nao
2265,b'male',30,33,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,7,b'American Studies [Masters]',8.33,20.83,20.83,14.58,16.67,18.75,10,9,9,10,6,,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,6,9,9,6,8,4,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.54,6,,3,6,5,0,b'0',b'1',nao
2266,b'male',30,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,7,b'American Studies [Masters]',16,16,16,18,18,16,7,6,6,5,6,5,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,7,8,10,8,7,6,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.01,6,,3,7,5,0,b'0',b'0',nao
2267,b'male',30,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,7,b'American Studies [Masters]',11.36,18.18,22.73,18.18,11.36,18.18,8,8,7,7,5,4,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,6,8,9,6,8,5,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.72,6,,3,6,4,0,b'0',b'0',nao
2268,b'male',30,36,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,7,b'American Studies [Masters]',18.18,18.18,18.18,18.18,13.64,13.64,8,8,7,,,7,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,8,7,9,7,7,7,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.82,6,,3,7,5,0,b'1',b'0',nao
2269,b'male',30,26,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',4,7,b'American Studies [Masters]',18,18,20,18,16,10,7,7,7,5,6,5,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,7,8,8,10,8,5,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.66,6,,3,8,4,0,b'1',b'1',sim
2270,b'male',30,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',4,7,b'American Studies [Masters]',15.09,16.98,16.98,18.87,18.87,13.21,6,7,6,1,5,2,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,8,8,9,6,9,5,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.8,6,,3,8,4,0,b'1',b'0',nao
2271,b'male',30,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,7,b'American Studies [Masters]',8.51,19.15,19.15,19.15,19.15,14.89,8,7,6,4,4,,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,9,7,9,7,6,5,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.15,6,,3,7,5,0,b'1',b'0',nao
2272,b'male',30,31,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,7,b'American Studies [Masters]',12,20,20,20,14,14,9,8,8,7,8,,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,8,10,9,8,8,7,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.1,6,,3,8,7,0,b'1',b'1',sim
2273,b'male',30,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,7,b'American Studies [Masters]',14.55,16.36,18.18,18.18,16.36,16.36,8,5,5,4,6,5,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,10,9,8,10,7,3,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.47,6,,3,6,3,0,b'0',b'0',nao
2274,b'male',30,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',4,7,b'American Studies [Masters]',14,20,20,14,18,14,8,8,7,8,8,9,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,8,9,10,5,9,5,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.62,6,,3,7,4,0,b'1',b'1',sim
2275,b'male',30,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',4,7,b'American Studies [Masters]',9.76,19.51,19.51,14.63,19.51,17.07,5,5,5,5,,6,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,7,8,8,6,7,5,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.51,6,,3,5,5,0,b'0',b'0',nao
2276,b'male',30,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,7,b'American Studies [Masters]',15.38,17.31,17.31,17.31,17.31,15.38,7,9,7,5,5,4,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,10,8,8,8,10,3,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.46,6,,3,5,2,0,b'0',b'0',nao
2277,b'male',30,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,7,b'American Studies [Masters]',15.09,18.87,18.87,16.98,16.98,13.21,7,6,5,6,4,5,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,9,9,8,6,5,5,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.77,6,,3,6,5,0,b'0',b'0',nao
2278,b'male',30,30,b'European/Caucasian-American',b'Black/African American',b'0',4,7,b'American Studies [Masters]',14,18,16,18,18,16,8,5,10,7,8,6,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,7,8,7,7,8,6,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,0.65,6,,3,6,6,0,b'0',b'0',nao
2279,b'male',30,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',4,7,b'American Studies [Masters]',14.29,16.33,16.33,18.37,18.37,16.33,6,7,7,4,5,4,16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,9,7,8,6,8,5,3,1,6,6,7,7,2,1,10,8,8,8,5,5,2,2,-0.09,6,,3,7,4,0,b'1',b'0',nao
